text,label,label_text
These results suggested that the visual dysfunction might be entirely attributable to retinal rather than optic nerve toxicity.,0,Not-Related
There are no previous reports in the literature about the emergence of CML during treatment with hydroxyurea.,1,Related
They provided conflicting testimony as to alleged violations of the standard of care.,0,Not-Related
OBJECTIVE: The aim of this study was to introduce a useful diagnostic method to evaluate baclofen pump system-related complications without disturbing the continuous delivery of intrathecal baclofen.,0,Not-Related
"A 4-year-old boy presented with fever, septic arthritis, and persistent neutropenia.",0,Not-Related
"The most likely cause of liver failure in this patient was, therefore, clarithromycin, which undergoes hepatic metabolism and has been reported to cause fulminant hepatic failure.",1,Related
"Rapamycin/sirolimus (SR), trade named Rapammune (Wyeth-Ayerst, Sydney, Australia), is a potent immunosuppressive drug associated with myelosuppression, hypertension, hyperlipidemia, and infection.",1,Related
The granulomatous hepatitis occurred in the apparent absence of mycobacteria from the liver.,0,Not-Related
Methadone withdrawal when starting an antiretroviral regimen including nevirapine.,0,Not-Related
Cisapride enhances detrusor contractility and improves micturition in a woman with lazy bladder.,0,Not-Related
A 51-year old physically fit woman experienced angio-oedema and hypotensive shock after irbesartan ingestion requiring noradrenaline infusion.,1,Related
"Soon after introduction of insulin therapy, she developed severe anasarca, including marked peripheral oedema, ascites and pleural effusion.",1,Related
The patients typically exhibit a brief preleukemic phase and poor survival with death occurring 3 to 5 months after diagnosis of leukemia.,0,Not-Related
"RESULTS: Amino acid PET, performed when the lesions were still small, showed multiple small areas of mild uptake in close correlation to the MRI lesions.",0,Not-Related
"So this potential drug-drug interaction could be investigated, the patient stopped taking both drugs for 1 week.",0,Not-Related
Pharmacokinetic modeling suggested that the patient's initial over-treatment was as reported and that the predicted maximum serum concentration of chloroquine (902 micro g/L) was within the range seen in fatal chloroquine overdose.,0,Not-Related
"In the present paper, we discuss the first Japanese vivax malaria patient whose QT interval was prolonged after treatment with halofantrine.",1,Related
Additive pulmonary toxicity with melphalan and busulfan therapy.,1,Related
"Nevertheless, osteonecrosis of the jaw (ONJ) has been reported in some patients being treated with bisphosphonates.",0,Not-Related
GH insufficiency has not been recognised as a classical manifestation of this syndrome.,0,Not-Related
Wolff Parkinson White (WPW) syndrome: what the critical care nurse needs to consider when administering antiarrhythmics.,0,Not-Related
"PURPOSE: The case of a patient who developed aseptic meningitis, hemolytic anemia, hepatitis, and orthostatic hypotension simultaneously during treatment with trimethoprim-sulfamethoxazole is described.",1,Related
"Clinical aspects and electrophysiological data such as polygraphic studies, electroencephalography, and measurement of somatosensory evoked potentials support the cortical origin of negative myoclonus.",0,Not-Related
We report 3 cases of children with acute lymphoblastic leukemia who developed seizures and altered sensorium after L-asparaginase therapy.,1,Related
Rituximab-CHOP induced interstitial pneumonitis in patients with disseminated extranodal marginal zone B cell lymphoma.,1,Related
A case of pyridoxine-dependent seizures is reported.,1,Related
Close monitoring for QT prolongation or rhythm disturbances is mandatory.,0,Not-Related
Symptoms develop during the first 3 months after transplantation and usually disappear 3 to 6 months later without sequelae.,0,Not-Related
"Conversely, similarities between patient reports and reports from healthcare professionals were found in age, sex, most frequently reported ADRs and most frequently reported drugs.",0,Not-Related
CASE: A 48-year-old male patient with a history of tuberculosis and visual loss during anti-tuberculous drug therapy was admitted to our hospital.,0,Not-Related
"The authors report two cases of delayed elimination of methotrexate in patients receiving ciprofloxacin, with severe toxicity.",1,Related
"Gestational diabetes was no less severe (degree of hyperglycaemia, need for insulin therapy) when associated with norethisterone.",1,Related
Little is known about the prevalence of genotypes and implications for screening in children.,0,Not-Related
"On subsequent follow-up one patient is taking no insulin and has been maintained on hydrochlorothiazide; the other patient required insulin on two occasions when challenged with a propranolol-thiazide combination, but not when the thiazide was discontinued or replaced with furosemide.",0,Not-Related
The interval between initiating treatment with interferon alfa and onset of anterior ischemic optic neuropathy was similar to that of interferon-associated vascular retinopathy.,1,Related
A kidney biopsy revealed that he had focal segmental glomerulosclerosis.,0,Not-Related
"All the patients presented with severe retrosternal pain worsened by swallowing food and drink, and in every case fibre-optic endoscopy revealed ulceration of the midoesophagus.",0,Not-Related
"We studied a series of patients to determine the onset, visual significance, treatment, and recurrent nature of these pigmented membranes in patients who underwent surgery with silicone lens implantation.",0,Not-Related
"Those reporting SCs significantly more often reported weight gain than those reporting TSCs, with oral problems and appetite loss significantly less common in the SC group.",0,Not-Related
We describe two cases of PSVT that changed to non-sustained polymorphic ventricular tachycardia after administration of verapamil.,1,Related
The patient denied taking other drugs.,0,Not-Related
Telescoped digits of the hands and feet developed in a 69-year-old male with severe chronic tophaceous gout during allopurinol treatment.,1,Related
"In 2 cats, rebound hyperglycemia was diagnosed on routine serial blood glucose determinations.",0,Not-Related
"We report a 5-year-old boy with CF who had a stricture of the hepatic flexure region with associated narrowing due to submucosal fibrosis of the transverse colon, secondary to high-lipase pancreatin therapy.",1,Related
"First, a review of the literature produced 41 anecdotic cases of neutropenia or agranulocytosis during treatment with olanzapine (Zyprexa) reported in a total of 24 publications.",1,Related
Prompt recognition of this syndrome and temporary cessation of CyA therapy may favorable affect the course.,0,Not-Related
"Cure followed therapy with antibiotic administration for 3 days combined with oral thiabendazole, suggesting parasitic infection as the most likely cause of meningitis.",0,Not-Related
"Outside the initial associated URTI and LRTI, no further viral pneumonia occurred.",0,Not-Related
He experienced a severe skin reaction diagnosed as toxic epidermal necrolysis.,0,Not-Related
A 58-year old patient is reported who developed an ischaemic cerebrovascular accident 22 hours after successful thrombolysis with streptokinase for life-threatening pulmonary emboli.,1,Related
"Diarrhoea, T-CD4+ lymphopenia and bilateral patchy pulmonary infiltrates developed in a male 60 yrs of age, who was treated with oxaliplatinum and 5-fluorouracil for unresectable rectum carcinoma.",1,Related
"Although they had only a few nodules at diagnosis, the nodules increased in number and size 3 to 4 months after the start of methotrexate therapy in both patients.",1,Related
There was no previous history of seizure disorder and he was on no other medications.,0,Not-Related
"Alopecia, nausea, and vomiting were attributed to the cyclophosphamide component of the therapy.",1,Related
A potentially more common pharmacogenetic syndrome.,0,Not-Related
"Likewise, Chinese herbal drugs are considered to be effective and to have few side effects.",0,Not-Related
"All were females (age range: 43 to 73, mean = 61.7 years) and had taken quinine for leg cramps.",0,Not-Related
This case of linezolid-associated acute interstitial nephritis within the context of a drug rash with eosinophilia and systemic symptoms (DRESS) syndrome in a patient treated with linezolid raises concerns about the presumed renal safety of this drug.,1,Related
"The authors describe a clinical case of cutaneous candidiasis in a dog with dermatological lesions, characterized by persistent alopecia, crusts, ulcers and scales.",0,Not-Related
"We describe a case of disseminated muscular cysticercosis followed by myositis (fever, diffuse myalgia, weakness of the lower limbs, and inflammatory reaction around dying cysticerci) induced by praziquantel therapy, an event not described previously.",1,Related
Transtentorial herniation caused by an intracranial mass lesion following high-dose methotrexate.,1,Related
Cholestatic liver disease with ductopenia (vanishing bile duct syndrome) after administration of clindamycin and trimethoprim-sulfamethoxazole.,1,Related
Apomorphine and diphasic dyskinesia.,0,Not-Related
We experienced two cases of CE in patients with severe atherosclerosis whose renal function deteriorated within a few months after invasive arterial maneuvers.,0,Not-Related
"Other associated changes included koilonychia, dystrophy, and friability of nail plates.",0,Not-Related
"Based on these findings, the patient was diagnosed with diabetes insipidus secondary to lithium therapy and was treated successfully with amiloride.",1,Related
Loss of vision and renal function in a patient with miliary tuberculosis.,0,Not-Related
Early onset Pneumocystis carinii pneumonia after allogeneic peripheral blood stem cell transplantation.,0,Not-Related
We report the case of a 51-year-old man in whom IFN-alpha treatment was followed by recurrence of Graves' disease 10 years after thyroidectomy was performed and the patient was declared cured.,1,Related
"We recommended debridement as treatment; however, he refused further surgical intervention by reason of symptomatic remission.",0,Not-Related
(2) Rehabilitation of a 29-year-old man with a 7-year history of ankylosing spondylitis who lived in an adjustable easy chair for 2 years due to severe pain prior to admission.,0,Not-Related
Infliximab-induced lupus in Crohn's disease: a case report.,1,Related
"Classically used in combination with a multiagent-chemotherapy regimen, it can sometimes give excellent results alone.",0,Not-Related
There was neither intrathecal chemotherapy nor brain irradiation.,0,Not-Related
"In view of the known leukemogenic effect of cytotoxic drugs, we presume that chemotherapy played a role in the pathogenesis of malignant myelosclerosis in these two patients.",0,Not-Related
"Although this type of hyperpigmentation has been previously seen in patients with cancer who are receiving bleomycin, this is, to our knowledge, the first reported case of bleomycin-induced hyperpigmentation in an AIDS patient and should be added to the growing list of cutaneous eruptions seen in these patients.",1,Related
Allopurinol-associated hand and foot deformities in chronic tophaceous gout.,1,Related
"After diagnosis by transesophageal echocardiography, the patient was treated with recombinant tissue plasminogen activator through a central venous catheter advanced into the right atrium.",0,Not-Related
Analysis of a urine sample was 2+ positive for hemoglobin.,0,Not-Related
Fixed drug eruption (FDE) is an unusual type of cutaneous adverse drug reaction that is characterized by recurrent site-specific lesions each time the drug responsible is taken.,0,Not-Related
"Occasionally, traditional analgesic medication regimens cannot be used or are ineffective in relieving the pain.",0,Not-Related
Herpes simplex esophagitis is a rare disease occurring mostly in immunocompromised and cancer patients.,0,Not-Related
Pathological gambling associated with dopamine agonist use in restless legs syndrome.,0,Not-Related
We report a cytomegalovirus (CMV) IgG +ve 56-year-old patient who underwent autologous rescue with CD34(+) selected peripheral blood stem cells as part of consolidation therapy for multiple myeloma and subsequently developed CMV colitis.,0,Not-Related
This effect of cisapride is presumably related to its serotonin3 antagonistic property.,0,Not-Related
"Serum levels of interferon-gamma, soluble interleukin-2 receptor, interleukin-6, tumor necrosis factor-alpha, and macrophage colony-stimulating factor (M-CSF) were elevated.",0,Not-Related
Serotonin syndrome induced by transitioning from phenelzine to venlafaxine: four patient reports.,1,Related
"However, epidural infusion of local anaesthetic caused a delay in recognising a potential neurological complication.",0,Not-Related
This case demonstrates that patients with idiopathic ANCA-positive vasculitis may quickly develop a superimposed drug-associated ANCA-positive vasculitis.,0,Not-Related
Panuveitis associated with multiple sclerosis complicated by cerebral venous thrombosis.,0,Not-Related
Growth dynamics of meningiomas in patients with multiple sclerosis treated with interferon: report of two cases.,0,Not-Related
We report two male patients with Parkinson's disease who developed compulsive risk-seeking driving behaviour as a result of self-administering high doses of L-dopa despite an adequate therapeutic response at lower doses.,0,Not-Related
We describe the exceptional development of AML and lung cancer in a patient with previously diagnosed CLL in minimal residual disease status after fludarabine treatment followed by autologous peripheral blood stem-cell transplantation.,1,Related
A 51-year old physically fit woman experienced angio-oedema and hypotensive shock after irbesartan ingestion requiring noradrenaline infusion.,1,Related
It should be recognized that ibuprofen may be associated with salt and water retention in the same fashion as previously described with phenylbutazone and indomethacin.,1,Related
"We report a 43-year-old woman who developed sore throat, swelling of the lips and oral cavity and dysphagia, 2 weeks after the use of budesonide spray (Budefat) for treatment of bronchial asthma.",1,Related
Our findings suggest that chronic GVHD may be complicated with diffuse proliferative glomerulonephritis through unknown cellular immune mechanism.,0,Not-Related
Avascular necrosis of bone is a recognised complication of glucocorticoid treatment--the risk of this increasing with higher doses and longer duration of use.,0,Not-Related
The patient had no previous history of psychiatric problems.,0,Not-Related
So far nine patients on digoxin have received between 550 and 1000 mg/m2 of doxorubicin without ill effect.,0,Not-Related
"The patient improved clinically, and 5 years later continues to do well.",0,Not-Related
"It inhibits delayed rectifier potassium channels in the myocardium, causing delayed repolarization and QT-interval prolongation.",0,Not-Related
"INTERPRETATION: When high doses of fluticasone propionate are used, growth may be retarded and adrenal suppression may occur.",1,Related
Coronary angiogram showed a severe stenosis in the proximal segment of the LMCA; we performed stenting with a paclitaxel-eluting stent (PES).,0,Not-Related
Histological studies showed scattered perivascular infiltrates without vasculitis.,0,Not-Related
We report on a child with fatal valproate-related hepatotoxic effects despite this supplementation.,1,Related
"Intravenous phenobarbital was administered in escalating doses of 65 mg followed by 130 mg 15 minutes later, resulting in control of severe agitation in the face of benzodiazepine resistance.",0,Not-Related
Use of rituximab and irradiated donor-derived lymphocytes to control Epstein-Barr virus-associated lymphoproliferation in patients undergoing related haplo-identical stem cell transplantation.,0,Not-Related
"However, he developed acute exacerbation of hepatitis due to HBV reactivation.",0,Not-Related
Report of three cases and review of literature.,0,Not-Related
A 57-year-old woman received 400 mL (62.4 mg) of a cisplatin solution concentrated to deliver cisplatin 100 mg/m2 during her first attempted therapy.,0,Not-Related
"Capecitabine, a new member of the fluoropyrimidine family, is an orally administered drug that delivers fluorouracil (5-FU) selectively to the tumour.",0,Not-Related
L-Carnitine supplementation has been recommended to prevent the fatal hepatotoxic effects associated with valproic acid.,1,Related
We describe 5 patients with severe pompholyx who did not respond to conventional therapy or who had debilitating side effects from corticosteroids.,0,Not-Related
One patient developed irreversible bilateral blindness and another unilateral blindness secondary to optic neuropathy.,0,Not-Related
RESULTS: An 81-year-old man with a history of neoplasies of the colon and prostate and anticoagulant treatment was referred for treatment of an ocular surface neoplasia on his left eye.,0,Not-Related
"Positive cytology must be conclusive since, as in this case, no viable carcinoma may be present after therapy.",0,Not-Related
We describe a patient who developed NEH on three separate occasions provoked by two different chemotherapeutic agents--cytarabine and mitoxantrone.,1,Related
The use of sunitinib in dialysis patients is poorly described but is of clinical importance.,0,Not-Related
We conclude that there is insufficient evidence either to establish or eliminate a direct causal relationship between ACC and MMI use.,0,Not-Related
A CT scan of the brain showed numerous small discrete lesions.,0,Not-Related
DISCUSSION: The severity and presentation of central nervous system toxicity due to ifosfamide varies greatly and involves a spectrum ranging from subclinical electroencephalogram changes to coma.,0,Not-Related
"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1,Related
"We report a case of a patient with squamous cell carcinoma of the throat above the larynx (supraglottic), who did not adhere to dental treatment recommendations for both pre- and post radiation dental management.",0,Not-Related
"When vague symptoms develop during desmopressin therapy, hyponatremia must be considered as part of the differential diagnosis.",1,Related
CONCLUSION: Ushaar latex is capable of penetrating the corneal stroma and inducing permanent loss of endothelial cells.,0,Not-Related
It occurs in approximately 0.07-2.2% of patients treated with neuroleptics.,0,Not-Related
We describe two patients with rheumatoid arthritis who developed chronic inflammatory demyelinating polyneuropathy (CIDP) during their course of therapy with TNF-alpha antagonists.,0,Not-Related
"Although after 4 weeks of treatment with corticosteroids the chest X-ray and lung function were still abnormal, bronchoalveolar lavage showed a normal cell distribution.",0,Not-Related
A painful gum.,0,Not-Related
Cardiac evaluation revealed acute congestive heart failure with a cardiac ejection fraction of 19%.,0,Not-Related
Carbamazepine-induced systemic lupus erythematosus.,1,Related
After nine previous uncomplicated cycles she developed severe anaphylaxis to cisplatin.,1,Related
Two case reports.,0,Not-Related
"Now, malaria should first be presumed if a patient complains of a higher fever after a visit to a tropical country.",0,Not-Related
The desaturation of mixed venous blood amplified the effect of these shunts in decreasing arterial oxygen saturation.,0,Not-Related
"DISCUSSION: Reactions associated with arylamine sulfonamide-containing antibiotics have been commonly reported; however, cross-reactions with non-arylamine sulfonamide-containing medications have been rare.",0,Not-Related
"ARDS has been associated with the administration of other monoclonal antibodies, such as infliximab, gemtuzumab ozogamicin, and OKT3 and is believed to be directly mediated by release of proinflammatory cytokines.",1,Related
We report a case and discuss its presentation and management.,0,Not-Related
Repeat studies performed 7 months later indicated some improvements in this indirect assessment of endogenous TRH reserve capacity but a continued exaggerated TSH response to exogenous TRH administration.,0,Not-Related
Hematochezia subsided with conservative treatment after a discontinuance of Kalimate administration.,0,Not-Related
"Aseptic meningitis, hemolytic anemia, hepatitis, and orthostatic hypotension in a patient treated with trimethoprim-sulfamethoxazole.",1,Related
"Following these basic sinus cycles, alternating rhythm started with the longer P-P interval.",0,Not-Related
Inadvertent discogram during epidural steroid injection: a case report.,0,Not-Related
The potential for absorption is not well described in patients with impaired gastrointestinal (GI) mucosa.,0,Not-Related
Only one death has been recorded in the responding group.,0,Not-Related
"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1,Related
Methotrexate serum concentrations must be monitored because of the possible toxicity of drug elimination delay.,0,Not-Related
Physicians should be aware that indinavir nephrolithiasis may cause papillary necrosis.,1,Related
"All three patients (and possibly a fourth) who developed AML were postmenopausal, received continuous chlorambucil for greater than or equal to 4 years, had acute red cell anemia at the time of treatment, and had a wbc count in the range of 2700-7700/mm3.",0,Not-Related
Whole blood histamine release studies were negative.,0,Not-Related
"Two 65-year-old white men with coronary heart disease, given niacin therapy for dyslipidemia for 5 months, developed intense dental and gingival pain that was associated with increases in dose and that was relieved with discontinuance of niacin treatment.",1,Related
RESULTS: Two patients were obese and developed extensive abdominal wall skin necrosis.,0,Not-Related
"PLD also has a different cutaneous side effect profile than doxorubicin, and its cutaneous toxicity can be dose limiting.",0,Not-Related
"The major problems affecting compliance with pharmacotherapy for schizophrenia are outlined here showing, by means of case histories, how sertindole has benefited schizophrenic patients.",0,Not-Related
Transient visual anomalies associated with drug treatment for spastic colon.,0,Not-Related
No oligodendroglias with intranuclear inclusions were found.,0,Not-Related
"This article reviews current human and veterinary literature regarding the microbiology, pathogenesis, and treatment of nocardiosis and reports on the successful treatment of systemic nocardiosis in two dogs.",0,Not-Related
Withdrawal emergent syndrome (WES) is a subtype of tardive dyskinesia that has been reported in children who were taken off antipsychotic therapy.,0,Not-Related
We present the case of a 19-year-old male athlete with protein C deficiency who developed proximal deep venous thrombosis and pulmonary embolism while abusing anabolic-androgenic steroids.,0,Not-Related
"In conclusion, intradermal skin tests can be a useful tool for detecting a potential cross-reaction between platinum salts.",0,Not-Related
Beriberi is the systemic counterpart of thiamine deficiency and often manifests in cardiovascular collapse.,0,Not-Related
"HRCT obtained on inspiration showed dilated thick-walled bronchioli, and innumerable centrilobular linear and branching structures in the bilateral middle and lower lobes.",0,Not-Related
"One patient who received clindamycin had liver biopsy findings of marked cholestasis, portal inflammation, bile duct injury and bile duct paucity (ductopenia).",1,Related
"To our knowledge, these cases represent the first reports of TDF-associated irreversible renal failure and rickets in pediatric patients.",1,Related
Average length of stay postCDT was 7 days with no perioperative complications.,0,Not-Related
"Zolpidem (Ambien), a relatively new nonbenzodiazepine sedative-hypnotic, was involved in the death of a 39-year-old obese male who was being treated for depression and insomnia.",1,Related
We report 5 patients (3 patients with chronic hepatitis C treated with pegylated interferon alfa-2b in association with oral ribavirin and two patients with chronic myelocytic leukemia) who developed local cutaneous reactions at sites of injection after the administration of weekly subcutaneous injections of pegylated interferon alfa-2b at different doses.,1,Related
"She developed congestive heart failure, and hemodialysis was initiated.",0,Not-Related
"Following discontinuation of clozapine, she was rechallenged and again was observed to have seizures.",1,Related
Cerebrovascular complications of L-asparaginase therapy in children with leukemia: aphasia and other neuropsychological deficits.,1,Related
"Both were alcoholic, malnourished and presented with radiologically widespread, smear-positive disease and lymphocytopenia.",0,Not-Related
The global spreading of chloroquine-resistant falciparum malaria brings about an increasing use of quinine.,0,Not-Related
"In contrast, after the last course of chemotherapy, which did not include M-CSF, urinary protein excretion was not enhanced.",0,Not-Related
"We describe the side effects of 5-FU in a colon cancer patient who suffered severe mucositis, desquamating dermatitis, prolonged myelosuppression, and neurologic toxicity that required admission to the intensive care unit.",1,Related
Experience with the use of cytotoxic drugs in the first trimester of pregnancy is limited.,0,Not-Related
"The patient died suddenly, and the autopsy revealed pulmonary embolism originating from the deep vein thrombosis caused by the compression of common iliac vein by the tumor.",0,Not-Related
"In early-recognized, subacute cases a surgical intervention using patches can be lifesaving.",0,Not-Related
"Naratriptan was extremely well tolerated, with no cardiovascular adverse events reported or observed.",0,Not-Related
Clinicians should be cognizant of this possibility and consider a diagnosis of HDAs in patients with ongoing thrombosis who are receiving heparin therapy.,1,Related
Serial radiographic observation over two months.,0,Not-Related
Safety and efficacy of S-1 chemotherapy in recurrent/metastatic head and neck cancer.,0,Not-Related
"On this regime, together with supportive psychotherapy, she experienced a sense of emotional well-being, exhibited a good level of functioning and maintained a safe body weight.",0,Not-Related
Colonic necrosis is known as a rare complication following the administration of Kayexalate (sodium polystryrene sulfonate) in sorbitol.,1,Related
"A 50-year-old woman with a history of migraine without aura, predominantly occurring around her menstrual periods, developed a spinal cord lesion following the use of zolmitriptan.",1,Related
She was subsequently admitted to hospital and was diagnosed as having nephrotic syndrome.,0,Not-Related
We present a surprising case of a woman schizophrenic patient treated with clozapine suffering from EPS.,1,Related
"However, the patient became steroid-dependent and experienced recurrent optic neuritis during multiple attempts at tapering the steroids.",0,Not-Related
"A platelet autoantibody could not be detected by a radioactive platelet antiglobulin test, but autologous platelet survival data indicated a compensated thrombolytic state in the recovery period.",0,Not-Related
"We describe a Caucasian child who initially presented with clinical and histopathologic features consistent with inflammatory bowel disease, for whom additional investigations led to the diagnosis of severe chronic active Epstein-Barr virus infection.",0,Not-Related
These cases were chosen for study because they were all deaths as a result of suicidal ingestion of drugs in which quetiapine was considered a significant factor.,1,Related
Despite the widespread use of beta-sympathomimetic agents for preterm labour there appears to be a limited appreciation of the need for cardiovascular monitoring in the mother.,0,Not-Related
"Four weeks later, a coronary arteriogram showed only minimal luminal irregularities at the original site of occlusion, where significant reduction in diameter could be induced by ergonovine maleate.",0,Not-Related
"The patient was admitted to the emergency department of a local hospital within two days due to ongoing headache, elevated temperature, and nuchal rigidity, symptoms suggestive of meningitis.",0,Not-Related
The diagnosis was made on the basis of inflammatory changes in the cerebral spinal fluid and localization of the abscess by means of computer and magnetic resonance tomography.,0,Not-Related
Combined thrombolytic therapy for prosthetic mitral valve thrombosis.,0,Not-Related
"The principle treatment for DPD-deficient patients with severe acute 5-FU reactions is supportive care; however, the administration of thymidine potentially may reverse severe 5-FU-induced neurologic symptoms such as encephalopathy and coma.",1,Related
"CONCLUSION: This side effect, apparently unique to bupropion among antidepressants, may be mediated through dopaminergic effects in the basal ganglia.",0,Not-Related
Atypical antipsychotics have reduced liability for inducing tardive dystonia and show antidystonic properties in patients with pre-existing tardive dystonia.,0,Not-Related
"A difference in chemical structure between these two drugs, particularly of a sulfur moiety, may help explain why the drug-induced disease did not recur.",0,Not-Related
"Nonopioid analgesics did not relieve her pain, and she was unable to walk without the aid of a walker.",0,Not-Related
Posttransplant lymphoproliferative disorder of the nasopharynx.,0,Not-Related
"There is no known effective therapy for PEComa, and the molecular pathophysiology of aberrant mTOR signaling provided us with a scientific rationale to target this pathway therapeutically.",0,Not-Related
"Possible explanations of this ocular effect are offered: pharmacokinetic interference on the drugs used in glaucoma treatment, in vivo action on the muscarinic receptor, indirect effect via dopaminergic receptors, or direct effect on the ocular sympathetic postganglionic neurones.",0,Not-Related
"Both patients completely recovered after transient pancytopenia, but showed severe and intermediate neutropenia (0.216 and 0.768 x 10(9)/l, respectively) at the nadirs of aplastic crises.",0,Not-Related
Twenty-one days of magnesium sulfate tocolysis were performed on a 28-year-old woman because of preterm labor at 31 weeks gestation.,0,Not-Related
Cardiac function and symptoms recovered completely.,0,Not-Related
Glucocorticoids in early rheumatoid arthritis.,0,Not-Related
It is concluded that simultaneous administration of ciprofloxacin and tazobactam/piperacillin may cause marked thrombocytosis.,1,Related
"Direct immunofluorescence revealed staining at the dermal-epidermal junction and around blood vessels with IgG in the first case and with IgG, IgA, and fibrin in the second case.",0,Not-Related
Graft-versus-host disease was seen only in 41% of the bone marrow recipients.,0,Not-Related
"A physical and/or chemical in vitro compatibility of 5-FU and calcium folinic acid, without validated clinical data is not sufficient to use this mixture in routine clinical practice.",0,Not-Related
CLINICAL FEATURES: The patient was a 22-yr-old obese man with metastatic testicular carcinoma who underwent a left-sided thoracoabdominal retroperitoneal tumour resection.,0,Not-Related
Two cases of polymorphic ventricular tachycardia induced by the administration of verapamil against paroxysmal supraventricular tachycardia.,1,Related
"CASE: We herein report the case of a 67-year-old woman with a history of breast cancer, taking tamoxifen citrate 20 mg/day for 4 years, who underwent an operation for left ovarian tumor.",0,Not-Related
"The symptoms started when the immune status reached normal CD4 T cell levels, in response to antiviral tritherapy.",0,Not-Related
Imaging confirmed this excellent response.,0,Not-Related
"A 65-year-old female patient presented with jaundice followed 2 days later by severe dyspnea and tachypnea which worsened when patient was lying flat, 1 week after the fourth dose of adalimumab.",1,Related
Chemotherapy was stopped and systemic application of prednisolone was initiated.,0,Not-Related
"Hepatotoxicity seen with erlotinib, a small molecule tyrosine kinase inhibitor to EGFR, is usually transient with mild elevation of transaminases.",0,Not-Related
"In each case, brief periods (5 to 20 seconds) of rapid atrial pacing were effective in terminating the supraventricular tachycardia and resulted in a return to normal sinus rhythm.",0,Not-Related
This encouraging result suggests that BMT from an unrelated donor should be considered for ATL even if the disease is refractory to chemotherapy.,0,Not-Related
Clinicians are advised to observe for symptoms of toxicity and to do serial blood levels to monitor this interaction.,0,Not-Related
"This is known as a PSA ""bounce"" or ""bump."" Some patients experience a second transient rise in PSA levels after irradiation.",0,Not-Related
"She rapidly developed profound CNS depression with stupor, hypothermia, hypoventilation and bradycardia.",0,Not-Related
"On her next anticoagulation clinic visit, the patient's INR had increased, although the dosage of warfarin had been reduced when the tolterodine had been prescribed.",0,Not-Related
We conclude that autoimmune hemolytic anemia may be an unusual presentation for postirradiation sarcoma.,0,Not-Related
A 7-year-old girl developed diabetes mellitus and exocrine pancreatic insufficiency after 3.5 years of almost continuous treatment with azathioprine and/or prednisone for idiopathic auto-immune haemolytic anaemia.,1,Related
Rapid cycling in manic-depressives induced by tricyclic antidepressants.,0,Not-Related
A bone marrow aspiration test on day 16 showed a markedly increased number of activated macrophages showing massive hemophagocytosis.,0,Not-Related
Little is known about the behaviour of endogenous thrombopoietin (TPO) serum levels during rapid sequences of dose-intensified chemotherapy.,0,Not-Related
CASE SUMMARY: A 50-year-old white woman with a history of advanced breast cancer refractory to other treatment modalities was receiving vinorelbine.,0,Not-Related
Infected graft transplantation is an unwelcome complication that may lead to serious consequences in the immunosuppressed host.,0,Not-Related
MH was treated immediately with dantrolene; the patient recovered within 14 days.,0,Not-Related
He was discharged on March 15; myoclonic muscle spasms began that afternoon.,0,Not-Related
The case suggests that mechanical valve replacement may not prevent gastrointestinal bleeding in Heyde syndrome and that octreotide treatment should be considered in these cases.,0,Not-Related
The diagnosis can be accurately made with axial computed tomography (CT) of the involved spinal segment.,0,Not-Related
The clinical features and management of this combined intoxication are discussed.,0,Not-Related
Treatment with topical antibiotic agents did not improve the symptoms.,0,Not-Related
This is the first report of successful utilization of the prepuce as a skin graft to reconstruct a full thickness skin necrosis due to a phenobarbital extravasation to the forefoot of a newborn.,0,Not-Related
Pseudomonas corneal ulcer after use of extended-wear rigid gas-permeable contact lens.,0,Not-Related
"The skin lesions were eczematoid patches, flaccid bullae and crusted plaques on the trunk and extremities, histologically showing a high epidermal blister with acantholysis.",0,Not-Related
"We present a 20-year-old woman with Basedow-Graves' disease who developed PTU-induced fulminant hepatitis, which progressed to acute hepatic failure with grade III hepatic encephalopathy.",1,Related
"However, the electroretinogram was abnormal on several occasions during therapy with rifabutin, but returned to normal 3 months after withdrawal of the medication.",0,Not-Related
We have described three patients with hepatitis C for whom IFN-alpha and ribavirin were prescribed and who developed two successive phases of silent thyroiditis followed by hyperthryroidism relapse due to Graves' disease.,1,Related
CONCLUSIONS: There was a temporal relationship between the onset of nonconvulsive status epilepticus and initiation of ifosfamide infusion.,1,Related
Photosensitive reflex epilepsy is provoked by environmental flicker stimuli.,0,Not-Related
Objective causality assessment revealed that the adverse event was probably drug induced.,0,Not-Related
This case demonstrates that severe anterior uveitis may develop after LASIK and needs prompt and vigorous management for resolution.,0,Not-Related
A review of the literature on the prognosis and treatment of aortoarteritis with particular reference to the management of recurrent valvular dehiscence is discussed.,0,Not-Related
"We consider asterixis to be an easily overlooked sign of neurotoxicity, which may occur even at low or moderate dosage levels, if certain drugs as lithium or clozapine are used in combination with CBZ.",1,Related
